Creating time-slice files in output directory: input
MPI Environment Size: 40

[1/40]: Creating file: input/seaice0p1deg.1.nc
[2/40]: Creating file: input/seaice0p1deg.2.nc
[3/40]: Creating file: input/seaice0p1deg.3.nc
[4/40]: Creating file: input/seaice0p1deg.4.nc
[5/40]: Creating file: input/seaice0p1deg.5.nc
[6/40]: Creating file: input/seaice0p1deg.6.nc
[7/40]: Creating file: input/seaice0p1deg.7.nc
[0/40]: Creating file: input/seaice0p1deg.0.nc
[19/40]: Creating file: input/seaice0p1deg.19.nc
[8/40]: Creating file: input/seaice0p1deg.8.nc
[34/40]: Creating file: input/seaice0p1deg.34.nc
[25/40]: Creating file: input/seaice0p1deg.25.nc
[32/40]: Creating file: input/seaice0p1deg.32.nc
[20/40]: Creating file: input/seaice0p1deg.20.nc
[10/40]: Creating file: input/seaice0p1deg.10.nc
[24/40]: Creating file: input/seaice0p1deg.24.nc
[14/40]: Creating file: input/seaice0p1deg.14.nc
[28/40]: Creating file: input/seaice0p1deg.28.nc
[33/40]: Creating file: input/seaice0p1deg.33.nc
[16/40]: Creating file: input/seaice0p1deg.16.nc
[29/40]: Creating file: input/seaice0p1deg.29.nc
[35/40]: Creating file: input/seaice0p1deg.35.nc
[11/40]: Creating file: input/seaice0p1deg.11.nc
[30/40]: Creating file: input/seaice0p1deg.30.nc
[17/40]: Creating file: input/seaice0p1deg.17.nc
[37/40]: Creating file: input/seaice0p1deg.37.nc
[36/40]: Creating file: input/seaice0p1deg.36.nc
[26/40]: Creating file: input/seaice0p1deg.26.nc
[27/40]: Creating file: input/seaice0p1deg.27.nc
[23/40]: Creating file: input/seaice0p1deg.23.nc
[21/40]: Creating file: input/seaice0p1deg.21.nc
[12/40]: Creating file: input/seaice0p1deg.12.nc
[38/40]: Creating file: input/seaice0p1deg.38.nc
[18/40]: Creating file: input/seaice0p1deg.18.nc
[9/40]: Creating file: input/seaice0p1deg.9.nc
[31/40]: Creating file: input/seaice0p1deg.31.nc
[15/40]: Creating file: input/seaice0p1deg.15.nc
[39/40]: Creating file: input/seaice0p1deg.39.nc
[22/40]: Creating file: input/seaice0p1deg.22.nc
[13/40]: Creating file: input/seaice0p1deg.13.nc
[19/40]: Creating file: input/seaice0p1deg.59.nc
[13/40]: Creating file: input/seaice0p1deg.53.nc
[23/40]: Creating file: input/seaice0p1deg.63.nc
[10/40]: Creating file: input/seaice0p1deg.50.nc
[3/40]: Creating file: input/seaice0p1deg.43.nc
[2/40]: Creating file: input/seaice0p1deg.42.nc
[28/40]: Creating file: input/seaice0p1deg.68.nc
[14/40]: Creating file: input/seaice0p1deg.54.nc
[12/40]: Creating file: input/seaice0p1deg.52.nc
[18/40]: Creating file: input/seaice0p1deg.58.nc
[20/40]: Creating file: input/seaice0p1deg.60.nc
[22/40]: Creating file: input/seaice0p1deg.62.nc
[30/40]: Creating file: input/seaice0p1deg.70.nc
[15/40]: Creating file: input/seaice0p1deg.55.nc
[4/40]: Creating file: input/seaice0p1deg.44.nc
[25/40]: Creating file: input/seaice0p1deg.65.nc
[26/40]: Creating file: input/seaice0p1deg.66.nc
[5/40]: Creating file: input/seaice0p1deg.45.nc
[11/40]: Creating file: input/seaice0p1deg.51.nc
[27/40]: Creating file: input/seaice0p1deg.67.nc
[7/40]: Creating file: input/seaice0p1deg.47.nc
[34/40]: Creating file: input/seaice0p1deg.74.nc
[6/40]: Creating file: input/seaice0p1deg.46.nc
[1/40]: Creating file: input/seaice0p1deg.41.nc
[9/40]: Creating file: input/seaice0p1deg.49.nc
[17/40]: Creating file: input/seaice0p1deg.57.nc
[21/40]: Creating file: input/seaice0p1deg.61.nc
[31/40]: Creating file: input/seaice0p1deg.71.nc
[36/40]: Creating file: input/seaice0p1deg.76.nc
[37/40]: Creating file: input/seaice0p1deg.77.nc
[35/40]: Creating file: input/seaice0p1deg.75.nc
[29/40]: Creating file: input/seaice0p1deg.69.nc
[33/40]: Creating file: input/seaice0p1deg.73.nc
[39/40]: Creating file: input/seaice0p1deg.79.nc
[38/40]: Creating file: input/seaice0p1deg.78.nc
[16/40]: Creating file: input/seaice0p1deg.56.nc
[8/40]: Creating file: input/seaice0p1deg.48.nc
[0/40]: Creating file: input/seaice0p1deg.40.nc
[24/40]: Creating file: input/seaice0p1deg.64.nc
[32/40]: Creating file: input/seaice0p1deg.72.nc
[19/40]: Creating file: input/seaice0p1deg.99.nc
[23/40]: Creating file: input/seaice0p1deg.103.nc
[10/40]: Creating file: input/seaice0p1deg.90.nc
[13/40]: Creating file: input/seaice0p1deg.93.nc
[12/40]: Creating file: input/seaice0p1deg.92.nc
[2/40]: Creating file: input/seaice0p1deg.82.nc
[3/40]: Creating file: input/seaice0p1deg.83.nc
[15/40]: Creating file: input/seaice0p1deg.95.nc
[14/40]: Creating file: input/seaice0p1deg.94.nc
[18/40]: Creating file: input/seaice0p1deg.98.nc
[20/40]: Creating file: input/seaice0p1deg.100.nc
[22/40]: Creating file: input/seaice0p1deg.102.nc
[28/40]: Creating file: input/seaice0p1deg.108.nc
[30/40]: Creating file: input/seaice0p1deg.110.nc
[17/40]: Creating file: input/seaice0p1deg.97.nc
[4/40]: Creating file: input/seaice0p1deg.84.nc
[7/40]: Creating file: input/seaice0p1deg.87.nc
[9/40]: Creating file: input/seaice0p1deg.89.nc
[6/40]: Creating file: input/seaice0p1deg.86.nc
[11/40]: Creating file: input/seaice0p1deg.91.nc
[31/40]: Creating file: input/seaice0p1deg.111.nc
[26/40]: Creating file: input/seaice0p1deg.106.nc
[25/40]: Creating file: input/seaice0p1deg.105.nc
[27/40]: Creating file: input/seaice0p1deg.107.nc
[34/40]: Creating file: input/seaice0p1deg.114.nc
[21/40]: Creating file: input/seaice0p1deg.101.nc
[39/40]: Creating file: input/seaice0p1deg.119.nc
[5/40]: Creating file: input/seaice0p1deg.85.nc
[36/40]: Creating file: input/seaice0p1deg.116.nc
[1/40]: Creating file: input/seaice0p1deg.81.nc
[35/40]: Creating file: input/seaice0p1deg.115.nc
[29/40]: Creating file: input/seaice0p1deg.109.nc
[33/40]: Creating file: input/seaice0p1deg.113.nc
[37/40]: Creating file: input/seaice0p1deg.117.nc
[38/40]: Creating file: input/seaice0p1deg.118.nc
[8/40]: Creating file: input/seaice0p1deg.88.nc
[16/40]: Creating file: input/seaice0p1deg.96.nc
[24/40]: Creating file: input/seaice0p1deg.104.nc
[32/40]: Creating file: input/seaice0p1deg.112.nc
[0/40]: Creating file: input/seaice0p1deg.80.nc

Maximum Process Runtime: 87.4791641235 seconds
