Creating time-slice files in output directory: input
MPI Environment Size: 16

[1/16]: Creating file: input/ocn1p0deg.1.nc
[2/16]: Creating file: input/ocn1p0deg.2.nc
[3/16]: Creating file: input/ocn1p0deg.3.nc
[4/16]: Creating file: input/ocn1p0deg.4.nc
[5/16]: Creating file: input/ocn1p0deg.5.nc
[6/16]: Creating file: input/ocn1p0deg.6.nc
[7/16]: Creating file: input/ocn1p0deg.7.nc
[8/16]: Creating file: input/ocn1p0deg.8.nc
[9/16]: Creating file: input/ocn1p0deg.9.nc
[10/16]: Creating file: input/ocn1p0deg.10.nc
[11/16]: Creating file: input/ocn1p0deg.11.nc
[12/16]: Creating file: input/ocn1p0deg.12.nc
[13/16]: Creating file: input/ocn1p0deg.13.nc
[14/16]: Creating file: input/ocn1p0deg.14.nc
[0/16]: Creating file: input/ocn1p0deg.0.nc
[15/16]: Creating file: input/ocn1p0deg.15.nc
[15/16]: Creating file: input/ocn1p0deg.31.nc
[14/16]: Creating file: input/ocn1p0deg.30.nc
[5/16]: Creating file: input/ocn1p0deg.21.nc
[9/16]: Creating file: input/ocn1p0deg.25.nc
[6/16]: Creating file: input/ocn1p0deg.22.nc
[1/16]: Creating file: input/ocn1p0deg.17.nc
[11/16]: Creating file: input/ocn1p0deg.27.nc
[7/16]: Creating file: input/ocn1p0deg.23.nc
[2/16]: Creating file: input/ocn1p0deg.18.nc
[13/16]: Creating file: input/ocn1p0deg.29.nc
[0/16]: Creating file: input/ocn1p0deg.16.nc
[12/16]: Creating file: input/ocn1p0deg.28.nc
[10/16]: Creating file: input/ocn1p0deg.26.nc
[3/16]: Creating file: input/ocn1p0deg.19.nc
[8/16]: Creating file: input/ocn1p0deg.24.nc
[4/16]: Creating file: input/ocn1p0deg.20.nc
[15/16]: Creating file: input/ocn1p0deg.47.nc
[14/16]: Creating file: input/ocn1p0deg.46.nc
[13/16]: Creating file: input/ocn1p0deg.45.nc
[11/16]: Creating file: input/ocn1p0deg.43.nc
[10/16]: Creating file: input/ocn1p0deg.42.nc
[9/16]: Creating file: input/ocn1p0deg.41.nc
[5/16]: Creating file: input/ocn1p0deg.37.nc
[1/16]: Creating file: input/ocn1p0deg.33.nc
[2/16]: Creating file: input/ocn1p0deg.34.nc
[8/16]: Creating file: input/ocn1p0deg.40.nc
[6/16]: Creating file: input/ocn1p0deg.38.nc
[0/16]: Creating file: input/ocn1p0deg.32.nc
[7/16]: Creating file: input/ocn1p0deg.39.nc
[3/16]: Creating file: input/ocn1p0deg.35.nc
[12/16]: Creating file: input/ocn1p0deg.44.nc
[4/16]: Creating file: input/ocn1p0deg.36.nc
[13/16]: Creating file: input/ocn1p0deg.61.nc
[14/16]: Creating file: input/ocn1p0deg.62.nc
[11/16]: Creating file: input/ocn1p0deg.59.nc
[10/16]: Creating file: input/ocn1p0deg.58.nc
[15/16]: Creating file: input/ocn1p0deg.63.nc
[5/16]: Creating file: input/ocn1p0deg.53.nc
[1/16]: Creating file: input/ocn1p0deg.49.nc
[7/16]: Creating file: input/ocn1p0deg.55.nc
[8/16]: Creating file: input/ocn1p0deg.56.nc
