Creating time-slice files in output directory: input
MPI Environment Size: 40

[1/40]: Creating file: input/atmse1p0deg.1.nc
[2/40]: Creating file: input/atmse1p0deg.2.nc
[3/40]: Creating file: input/atmse1p0deg.3.nc
[4/40]: Creating file: input/atmse1p0deg.4.nc
[5/40]: Creating file: input/atmse1p0deg.5.nc
[6/40]: Creating file: input/atmse1p0deg.6.nc
[7/40]: Creating file: input/atmse1p0deg.7.nc
[8/40]: Creating file: input/atmse1p0deg.8.nc
[16/40]: Creating file: input/atmse1p0deg.16.nc
[24/40]: Creating file: input/atmse1p0deg.24.nc
[9/40]: Creating file: input/atmse1p0deg.9.nc
[10/40]: Creating file: input/atmse1p0deg.10.nc
[11/40]: Creating file: input/atmse1p0deg.11.nc
[12/40]: Creating file: input/atmse1p0deg.12.nc
[13/40]: Creating file: input/atmse1p0deg.13.nc
[14/40]: Creating file: input/atmse1p0deg.14.nc
[15/40]: Creating file: input/atmse1p0deg.15.nc
[32/40]: Creating file: input/atmse1p0deg.32.nc
[17/40]: Creating file: input/atmse1p0deg.17.nc
[18/40]: Creating file: input/atmse1p0deg.18.nc
[19/40]: Creating file: input/atmse1p0deg.19.nc
[20/40]: Creating file: input/atmse1p0deg.20.nc
[21/40]: Creating file: input/atmse1p0deg.21.nc
[22/40]: Creating file: input/atmse1p0deg.22.nc
[23/40]: Creating file: input/atmse1p0deg.23.nc
[0/40]: Creating file: input/atmse1p0deg.0.nc
[25/40]: Creating file: input/atmse1p0deg.25.nc
[26/40]: Creating file: input/atmse1p0deg.26.nc
[27/40]: Creating file: input/atmse1p0deg.27.nc
[28/40]: Creating file: input/atmse1p0deg.28.nc
[29/40]: Creating file: input/atmse1p0deg.29.nc
[30/40]: Creating file: input/atmse1p0deg.30.nc
[31/40]: Creating file: input/atmse1p0deg.31.nc
[33/40]: Creating file: input/atmse1p0deg.33.nc
[34/40]: Creating file: input/atmse1p0deg.34.nc
[35/40]: Creating file: input/atmse1p0deg.35.nc
[36/40]: Creating file: input/atmse1p0deg.36.nc
[37/40]: Creating file: input/atmse1p0deg.37.nc
[38/40]: Creating file: input/atmse1p0deg.38.nc
[39/40]: Creating file: input/atmse1p0deg.39.nc
[4/40]: Creating file: input/atmse1p0deg.44.nc
[15/40]: Creating file: input/atmse1p0deg.55.nc
[10/40]: Creating file: input/atmse1p0deg.50.nc
[28/40]: Creating file: input/atmse1p0deg.68.nc
[36/40]: Creating file: input/atmse1p0deg.76.nc
[22/40]: Creating file: input/atmse1p0deg.62.nc
[38/40]: Creating file: input/atmse1p0deg.78.nc
[20/40]: Creating file: input/atmse1p0deg.60.nc
[14/40]: Creating file: input/atmse1p0deg.54.nc
[27/40]: Creating file: input/atmse1p0deg.67.nc
[12/40]: Creating file: input/atmse1p0deg.52.nc
[7/40]: Creating file: input/atmse1p0deg.47.nc
[30/40]: Creating file: input/atmse1p0deg.70.nc
[31/40]: Creating file: input/atmse1p0deg.71.nc
[1/40]: Creating file: input/atmse1p0deg.41.nc
[18/40]: Creating file: input/atmse1p0deg.58.nc
[26/40]: Creating file: input/atmse1p0deg.66.nc
[35/40]: Creating file: input/atmse1p0deg.75.nc
[11/40]: Creating file: input/atmse1p0deg.51.nc
[21/40]: Creating file: input/atmse1p0deg.61.nc
[5/40]: Creating file: input/atmse1p0deg.45.nc
[29/40]: Creating file: input/atmse1p0deg.69.nc
[37/40]: Creating file: input/atmse1p0deg.77.nc
[34/40]: Creating file: input/atmse1p0deg.74.nc
[13/40]: Creating file: input/atmse1p0deg.53.nc
[0/40]: Creating file: input/atmse1p0deg.40.nc
[6/40]: Creating file: input/atmse1p0deg.46.nc
[2/40]: Creating file: input/atmse1p0deg.42.nc
[39/40]: Creating file: input/atmse1p0deg.79.nc
[23/40]: Creating file: input/atmse1p0deg.63.nc
[19/40]: Creating file: input/atmse1p0deg.59.nc
[3/40]: Creating file: input/atmse1p0deg.43.nc
[16/40]: Creating file: input/atmse1p0deg.56.nc
[17/40]: Creating file: input/atmse1p0deg.57.nc
[9/40]: Creating file: input/atmse1p0deg.49.nc
[24/40]: Creating file: input/atmse1p0deg.64.nc
[32/40]: Creating file: input/atmse1p0deg.72.nc
[33/40]: Creating file: input/atmse1p0deg.73.nc
[8/40]: Creating file: input/atmse1p0deg.48.nc
[30/40]: Creating file: input/atmse1p0deg.110.nc
[36/40]: Creating file: input/atmse1p0deg.116.nc
[10/40]: Creating file: input/atmse1p0deg.90.nc
[38/40]: Creating file: input/atmse1p0deg.118.nc
[20/40]: Creating file: input/atmse1p0deg.100.nc
[25/40]: Creating file: input/atmse1p0deg.65.nc
[15/40]: Creating file: input/atmse1p0deg.95.nc
[14/40]: Creating file: input/atmse1p0deg.94.nc
[28/40]: Creating file: input/atmse1p0deg.108.nc
[22/40]: Creating file: input/atmse1p0deg.102.nc
[29/40]: Creating file: input/atmse1p0deg.109.nc
[7/40]: Creating file: input/atmse1p0deg.87.nc
[12/40]: Creating file: input/atmse1p0deg.92.nc
[26/40]: Creating file: input/atmse1p0deg.106.nc
[4/40]: Creating file: input/atmse1p0deg.84.nc
[35/40]: Creating file: input/atmse1p0deg.115.nc
[6/40]: Creating file: input/atmse1p0deg.86.nc
[37/40]: Creating file: input/atmse1p0deg.117.nc
[31/40]: Creating file: input/atmse1p0deg.111.nc
[18/40]: Creating file: input/atmse1p0deg.98.nc
[1/40]: Creating file: input/atmse1p0deg.81.nc
[27/40]: Creating file: input/atmse1p0deg.107.nc
[2/40]: Creating file: input/atmse1p0deg.82.nc
[21/40]: Creating file: input/atmse1p0deg.101.nc
[5/40]: Creating file: input/atmse1p0deg.85.nc
[11/40]: Creating file: input/atmse1p0deg.91.nc
[34/40]: Creating file: input/atmse1p0deg.114.nc
[3/40]: Creating file: input/atmse1p0deg.83.nc
[19/40]: Creating file: input/atmse1p0deg.99.nc
[23/40]: Creating file: input/atmse1p0deg.103.nc
[13/40]: Creating file: input/atmse1p0deg.93.nc
[0/40]: Creating file: input/atmse1p0deg.80.nc
[39/40]: Creating file: input/atmse1p0deg.119.nc
[16/40]: Creating file: input/atmse1p0deg.96.nc
[32/40]: Creating file: input/atmse1p0deg.112.nc
[17/40]: Creating file: input/atmse1p0deg.97.nc
[33/40]: Creating file: input/atmse1p0deg.113.nc
[24/40]: Creating file: input/atmse1p0deg.104.nc
[25/40]: Creating file: input/atmse1p0deg.105.nc
[9/40]: Creating file: input/atmse1p0deg.89.nc
[8/40]: Creating file: input/atmse1p0deg.88.nc

Maximum Process Runtime: 28.4203941822 seconds
Application 62872124 resources: utime ~824s, stime ~128s, Rss ~209488, inblocks ~351589, outblocks ~65822189
