Creating time-slice files in output directory: input
MPI Environment Size: 32

[1/32]: Creating file: input/lndse0p25deg.1.nc
[2/32]: Creating file: input/lndse0p25deg.2.nc
[3/32]: Creating file: input/lndse0p25deg.3.nc
[4/32]: Creating file: input/lndse0p25deg.4.nc
[5/32]: Creating file: input/lndse0p25deg.5.nc
[6/32]: Creating file: input/lndse0p25deg.6.nc
[7/32]: Creating file: input/lndse0p25deg.7.nc
[8/32]: Creating file: input/lndse0p25deg.8.nc
[9/32]: Creating file: input/lndse0p25deg.9.nc
[10/32]: Creating file: input/lndse0p25deg.10.nc
[11/32]: Creating file: input/lndse0p25deg.11.nc
[12/32]: Creating file: input/lndse0p25deg.12.nc
[13/32]: Creating file: input/lndse0p25deg.13.nc
[14/32]: Creating file: input/lndse0p25deg.14.nc
[15/32]: Creating file: input/lndse0p25deg.15.nc
[16/32]: Creating file: input/lndse0p25deg.16.nc
[17/32]: Creating file: input/lndse0p25deg.17.nc
[18/32]: Creating file: input/lndse0p25deg.18.nc
[19/32]: Creating file: input/lndse0p25deg.19.nc
[20/32]: Creating file: input/lndse0p25deg.20.nc
[21/32]: Creating file: input/lndse0p25deg.21.nc
[22/32]: Creating file: input/lndse0p25deg.22.nc
[23/32]: Creating file: input/lndse0p25deg.23.nc
[26/32]: Creating file: input/lndse0p25deg.26.nc
[30/32]: Creating file: input/lndse0p25deg.30.nc
[31/32]: Creating file: input/lndse0p25deg.31.nc
[24/32]: Creating file: input/lndse0p25deg.24.nc
[25/32]: Creating file: input/lndse0p25deg.25.nc
[27/32]: Creating file: input/lndse0p25deg.27.nc
[28/32]: Creating file: input/lndse0p25deg.28.nc
[29/32]: Creating file: input/lndse0p25deg.29.nc
[0/32]: Creating file: input/lndse0p25deg.0.nc
[31/32]: Creating file: input/lndse0p25deg.63.nc
[27/32]: Creating file: input/lndse0p25deg.59.nc
[11/32]: Creating file: input/lndse0p25deg.43.nc
[4/32]: Creating file: input/lndse0p25deg.36.nc
[21/32]: Creating file: input/lndse0p25deg.53.nc
[29/32]: Creating file: input/lndse0p25deg.61.nc
[15/32]: Creating file: input/lndse0p25deg.47.nc
[24/32]: Creating file: input/lndse0p25deg.56.nc
[23/32]: Creating file: input/lndse0p25deg.55.nc
[12/32]: Creating file: input/lndse0p25deg.44.nc
[13/32]: Creating file: input/lndse0p25deg.45.nc
[16/32]: Creating file: input/lndse0p25deg.48.nc
[22/32]: Creating file: input/lndse0p25deg.54.nc
[9/32]: Creating file: input/lndse0p25deg.41.nc
[14/32]: Creating file: input/lndse0p25deg.46.nc
[1/32]: Creating file: input/lndse0p25deg.33.nc
[18/32]: Creating file: input/lndse0p25deg.50.nc
[6/32]: Creating file: input/lndse0p25deg.38.nc
[25/32]: Creating file: input/lndse0p25deg.57.nc
[3/32]: Creating file: input/lndse0p25deg.35.nc
[8/32]: Creating file: input/lndse0p25deg.40.nc
[5/32]: Creating file: input/lndse0p25deg.37.nc
[19/32]: Creating file: input/lndse0p25deg.51.nc
[10/32]: Creating file: input/lndse0p25deg.42.nc
[26/32]: Creating file: input/lndse0p25deg.58.nc
[28/32]: Creating file: input/lndse0p25deg.60.nc
[20/32]: Creating file: input/lndse0p25deg.52.nc
[0/32]: Creating file: input/lndse0p25deg.32.nc
[17/32]: Creating file: input/lndse0p25deg.49.nc
[30/32]: Creating file: input/lndse0p25deg.62.nc
[2/32]: Creating file: input/lndse0p25deg.34.nc
[7/32]: Creating file: input/lndse0p25deg.39.nc
[25/32]: Creating file: input/lndse0p25deg.89.nc
[24/32]: Creating file: input/lndse0p25deg.88.nc
[18/32]: Creating file: input/lndse0p25deg.82.nc
[1/32]: Creating file: input/lndse0p25deg.65.nc
[29/32]: Creating file: input/lndse0p25deg.93.nc
[31/32]: Creating file: input/lndse0p25deg.95.nc
[21/32]: Creating file: input/lndse0p25deg.85.nc
[9/32]: Creating file: input/lndse0p25deg.73.nc
[15/32]: Creating file: input/lndse0p25deg.79.nc
[23/32]: Creating file: input/lndse0p25deg.87.nc
[16/32]: Creating file: input/lndse0p25deg.80.nc
[13/32]: Creating file: input/lndse0p25deg.77.nc
[11/32]: Creating file: input/lndse0p25deg.75.nc
[12/32]: Creating file: input/lndse0p25deg.76.nc
[8/32]: Creating file: input/lndse0p25deg.72.nc
[5/32]: Creating file: input/lndse0p25deg.69.nc
[3/32]: Creating file: input/lndse0p25deg.67.nc
[10/32]: Creating file: input/lndse0p25deg.74.nc
[14/32]: Creating file: input/lndse0p25deg.78.nc
[27/32]: Creating file: input/lndse0p25deg.91.nc
[22/32]: Creating file: input/lndse0p25deg.86.nc
[4/32]: Creating file: input/lndse0p25deg.68.nc
[28/32]: Creating file: input/lndse0p25deg.92.nc
[20/32]: Creating file: input/lndse0p25deg.84.nc
[19/32]: Creating file: input/lndse0p25deg.83.nc
[6/32]: Creating file: input/lndse0p25deg.70.nc
[26/32]: Creating file: input/lndse0p25deg.90.nc
[0/32]: Creating file: input/lndse0p25deg.64.nc
[17/32]: Creating file: input/lndse0p25deg.81.nc
[30/32]: Creating file: input/lndse0p25deg.94.nc
[2/32]: Creating file: input/lndse0p25deg.66.nc
[7/32]: Creating file: input/lndse0p25deg.71.nc
[5/32]: Creating file: input/lndse0p25deg.101.nc
[23/32]: Creating file: input/lndse0p25deg.119.nc
[13/32]: Creating file: input/lndse0p25deg.109.nc
[10/32]: Creating file: input/lndse0p25deg.106.nc
[1/32]: Creating file: input/lndse0p25deg.97.nc
[21/32]: Creating file: input/lndse0p25deg.117.nc
[12/32]: Creating file: input/lndse0p25deg.108.nc
[8/32]: Creating file: input/lndse0p25deg.104.nc
[14/32]: Creating file: input/lndse0p25deg.110.nc
[22/32]: Creating file: input/lndse0p25deg.118.nc
[19/32]: Creating file: input/lndse0p25deg.115.nc
[11/32]: Creating file: input/lndse0p25deg.107.nc
