Creating time-slice files in output directory: input
MPI Environment Size: 16

[1/16]: Creating file: input/atmfv1p0deg.1.nc
[2/16]: Creating file: input/atmfv1p0deg.2.nc
[3/16]: Creating file: input/atmfv1p0deg.3.nc
[4/16]: Creating file: input/atmfv1p0deg.4.nc
[5/16]: Creating file: input/atmfv1p0deg.5.nc
[6/16]: Creating file: input/atmfv1p0deg.6.nc
[7/16]: Creating file: input/atmfv1p0deg.7.nc
[8/16]: Creating file: input/atmfv1p0deg.8.nc
[9/16]: Creating file: input/atmfv1p0deg.9.nc
[10/16]: Creating file: input/atmfv1p0deg.10.nc
[11/16]: Creating file: input/atmfv1p0deg.11.nc
[12/16]: Creating file: input/atmfv1p0deg.12.nc
[13/16]: Creating file: input/atmfv1p0deg.13.nc
[14/16]: Creating file: input/atmfv1p0deg.14.nc
[0/16]: Creating file: input/atmfv1p0deg.0.nc
[15/16]: Creating file: input/atmfv1p0deg.15.nc
[11/16]: Creating file: input/atmfv1p0deg.27.nc
[3/16]: Creating file: input/atmfv1p0deg.19.nc
[15/16]: Creating file: input/atmfv1p0deg.31.nc
[14/16]: Creating file: input/atmfv1p0deg.30.nc
[2/16]: Creating file: input/atmfv1p0deg.18.nc
[9/16]: Creating file: input/atmfv1p0deg.25.nc
[13/16]: Creating file: input/atmfv1p0deg.29.nc
[5/16]: Creating file: input/atmfv1p0deg.21.nc
[1/16]: Creating file: input/atmfv1p0deg.17.nc
[10/16]: Creating file: input/atmfv1p0deg.26.nc
[7/16]: Creating file: input/atmfv1p0deg.23.nc
[8/16]: Creating file: input/atmfv1p0deg.24.nc
[6/16]: Creating file: input/atmfv1p0deg.22.nc
[0/16]: Creating file: input/atmfv1p0deg.16.nc
[12/16]: Creating file: input/atmfv1p0deg.28.nc
[4/16]: Creating file: input/atmfv1p0deg.20.nc
[11/16]: Creating file: input/atmfv1p0deg.43.nc
[3/16]: Creating file: input/atmfv1p0deg.35.nc
[15/16]: Creating file: input/atmfv1p0deg.47.nc
[14/16]: Creating file: input/atmfv1p0deg.46.nc
[2/16]: Creating file: input/atmfv1p0deg.34.nc
[7/16]: Creating file: input/atmfv1p0deg.39.nc
[13/16]: Creating file: input/atmfv1p0deg.45.nc
[0/16]: Creating file: input/atmfv1p0deg.32.nc
[6/16]: Creating file: input/atmfv1p0deg.38.nc
[12/16]: Creating file: input/atmfv1p0deg.44.nc
[1/16]: Creating file: input/atmfv1p0deg.33.nc
[5/16]: Creating file: input/atmfv1p0deg.37.nc
[10/16]: Creating file: input/atmfv1p0deg.42.nc
[8/16]: Creating file: input/atmfv1p0deg.40.nc
[4/16]: Creating file: input/atmfv1p0deg.36.nc
[9/16]: Creating file: input/atmfv1p0deg.41.nc
[3/16]: Creating file: input/atmfv1p0deg.51.nc
[14/16]: Creating file: input/atmfv1p0deg.62.nc
[11/16]: Creating file: input/atmfv1p0deg.59.nc
[2/16]: Creating file: input/atmfv1p0deg.50.nc
[13/16]: Creating file: input/atmfv1p0deg.61.nc
[5/16]: Creating file: input/atmfv1p0deg.53.nc
[6/16]: Creating file: input/atmfv1p0deg.54.nc
[12/16]: Creating file: input/atmfv1p0deg.60.nc
[7/16]: Creating file: input/atmfv1p0deg.55.nc
[0/16]: Creating file: input/atmfv1p0deg.48.nc
[1/16]: Creating file: input/atmfv1p0deg.49.nc
[4/16]: Creating file: input/atmfv1p0deg.52.nc
[10/16]: Creating file: input/atmfv1p0deg.58.nc
[15/16]: Creating file: input/atmfv1p0deg.63.nc
[8/16]: Creating file: input/atmfv1p0deg.56.nc
[9/16]: Creating file: input/atmfv1p0deg.57.nc
[14/16]: Creating file: input/atmfv1p0deg.78.nc
[11/16]: Creating file: input/atmfv1p0deg.75.nc
[13/16]: Creating file: input/atmfv1p0deg.77.nc
[3/16]: Creating file: input/atmfv1p0deg.67.nc
[2/16]: Creating file: input/atmfv1p0deg.66.nc
[5/16]: Creating file: input/atmfv1p0deg.69.nc
[0/16]: Creating file: input/atmfv1p0deg.64.nc
[12/16]: Creating file: input/atmfv1p0deg.76.nc
[7/16]: Creating file: input/atmfv1p0deg.71.nc
[4/16]: Creating file: input/atmfv1p0deg.68.nc
[6/16]: Creating file: input/atmfv1p0deg.70.nc
[1/16]: Creating file: input/atmfv1p0deg.65.nc
[10/16]: Creating file: input/atmfv1p0deg.74.nc
[8/16]: Creating file: input/atmfv1p0deg.72.nc
[9/16]: Creating file: input/atmfv1p0deg.73.nc
[14/16]: Creating file: input/atmfv1p0deg.94.nc
[13/16]: Creating file: input/atmfv1p0deg.93.nc
[11/16]: Creating file: input/atmfv1p0deg.91.nc
[15/16]: Creating file: input/atmfv1p0deg.79.nc
[3/16]: Creating file: input/atmfv1p0deg.83.nc
[5/16]: Creating file: input/atmfv1p0deg.85.nc
[4/16]: Creating file: input/atmfv1p0deg.84.nc
[0/16]: Creating file: input/atmfv1p0deg.80.nc
[7/16]: Creating file: input/atmfv1p0deg.87.nc
[6/16]: Creating file: input/atmfv1p0deg.86.nc
[12/16]: Creating file: input/atmfv1p0deg.92.nc
