Creating time-slice files in output directory: input
MPI Environment Size: 16

[1/16]: Creating file: input/seaice1p0deg.1.nc
[2/16]: Creating file: input/seaice1p0deg.2.nc
[3/16]: Creating file: input/seaice1p0deg.3.nc
[4/16]: Creating file: input/seaice1p0deg.4.nc
[5/16]: Creating file: input/seaice1p0deg.5.nc
[6/16]: Creating file: input/seaice1p0deg.6.nc
[7/16]: Creating file: input/seaice1p0deg.7.nc
[8/16]: Creating file: input/seaice1p0deg.8.nc
[9/16]: Creating file: input/seaice1p0deg.9.nc
[10/16]: Creating file: input/seaice1p0deg.10.nc
[11/16]: Creating file: input/seaice1p0deg.11.nc
[12/16]: Creating file: input/seaice1p0deg.12.nc
[13/16]: Creating file: input/seaice1p0deg.13.nc
[14/16]: Creating file: input/seaice1p0deg.14.nc
[0/16]: Creating file: input/seaice1p0deg.0.nc
[15/16]: Creating file: input/seaice1p0deg.15.nc
[2/16]: Creating file: input/seaice1p0deg.18.nc
[7/16]: Creating file: input/seaice1p0deg.23.nc
[10/16]: Creating file: input/seaice1p0deg.26.nc
[15/16]: Creating file: input/seaice1p0deg.31.nc
[3/16]: Creating file: input/seaice1p0deg.19.nc
[9/16]: Creating file: input/seaice1p0deg.25.nc
[6/16]: Creating file: input/seaice1p0deg.22.nc
[0/16]: Creating file: input/seaice1p0deg.16.nc
[1/16]: Creating file: input/seaice1p0deg.17.nc
[8/16]: Creating file: input/seaice1p0deg.24.nc
[14/16]: Creating file: input/seaice1p0deg.30.nc
[5/16]: Creating file: input/seaice1p0deg.21.nc
[12/16]: Creating file: input/seaice1p0deg.28.nc
[11/16]: Creating file: input/seaice1p0deg.27.nc
[4/16]: Creating file: input/seaice1p0deg.20.nc
[13/16]: Creating file: input/seaice1p0deg.29.nc
[2/16]: Creating file: input/seaice1p0deg.34.nc
[10/16]: Creating file: input/seaice1p0deg.42.nc
[9/16]: Creating file: input/seaice1p0deg.41.nc
[15/16]: Creating file: input/seaice1p0deg.47.nc
[3/16]: Creating file: input/seaice1p0deg.35.nc
[6/16]: Creating file: input/seaice1p0deg.38.nc
[8/16]: Creating file: input/seaice1p0deg.40.nc
[7/16]: Creating file: input/seaice1p0deg.39.nc
[0/16]: Creating file: input/seaice1p0deg.32.nc
[14/16]: Creating file: input/seaice1p0deg.46.nc
[1/16]: Creating file: input/seaice1p0deg.33.nc
[11/16]: Creating file: input/seaice1p0deg.43.nc
[5/16]: Creating file: input/seaice1p0deg.37.nc
[12/16]: Creating file: input/seaice1p0deg.44.nc
[4/16]: Creating file: input/seaice1p0deg.36.nc
[9/16]: Creating file: input/seaice1p0deg.57.nc
[10/16]: Creating file: input/seaice1p0deg.58.nc
[13/16]: Creating file: input/seaice1p0deg.45.nc
[15/16]: Creating file: input/seaice1p0deg.63.nc
[2/16]: Creating file: input/seaice1p0deg.50.nc
[6/16]: Creating file: input/seaice1p0deg.54.nc
[14/16]: Creating file: input/seaice1p0deg.62.nc
[7/16]: Creating file: input/seaice1p0deg.55.nc
[3/16]: Creating file: input/seaice1p0deg.51.nc
[8/16]: Creating file: input/seaice1p0deg.56.nc
[0/16]: Creating file: input/seaice1p0deg.48.nc
[1/16]: Creating file: input/seaice1p0deg.49.nc
[5/16]: Creating file: input/seaice1p0deg.53.nc
[11/16]: Creating file: input/seaice1p0deg.59.nc
[12/16]: Creating file: input/seaice1p0deg.60.nc
[13/16]: Creating file: input/seaice1p0deg.61.nc
[9/16]: Creating file: input/seaice1p0deg.73.nc
[4/16]: Creating file: input/seaice1p0deg.52.nc
[15/16]: Creating file: input/seaice1p0deg.79.nc
[14/16]: Creating file: input/seaice1p0deg.78.nc
[10/16]: Creating file: input/seaice1p0deg.74.nc
[3/16]: Creating file: input/seaice1p0deg.67.nc
[8/16]: Creating file: input/seaice1p0deg.72.nc
[7/16]: Creating file: input/seaice1p0deg.71.nc
[0/16]: Creating file: input/seaice1p0deg.64.nc
[2/16]: Creating file: input/seaice1p0deg.66.nc
[5/16]: Creating file: input/seaice1p0deg.69.nc
[11/16]: Creating file: input/seaice1p0deg.75.nc
[12/16]: Creating file: input/seaice1p0deg.76.nc
[6/16]: Creating file: input/seaice1p0deg.70.nc
[1/16]: Creating file: input/seaice1p0deg.65.nc
[13/16]: Creating file: input/seaice1p0deg.77.nc
[15/16]: Creating file: input/seaice1p0deg.95.nc
[4/16]: Creating file: input/seaice1p0deg.68.nc
[14/16]: Creating file: input/seaice1p0deg.94.nc
[3/16]: Creating file: input/seaice1p0deg.83.nc
[0/16]: Creating file: input/seaice1p0deg.80.nc
[8/16]: Creating file: input/seaice1p0deg.88.nc
[5/16]: Creating file: input/seaice1p0deg.85.nc
[11/16]: Creating file: input/seaice1p0deg.91.nc
[7/16]: Creating file: input/seaice1p0deg.87.nc
[9/16]: Creating file: input/seaice1p0deg.89.nc
[6/16]: Creating file: input/seaice1p0deg.86.nc
[10/16]: Creating file: input/seaice1p0deg.90.nc
[12/16]: Creating file: input/seaice1p0deg.92.nc
[2/16]: Creating file: input/seaice1p0deg.82.nc
[1/16]: Creating file: input/seaice1p0deg.81.nc
[3/16]: Creating file: input/seaice1p0deg.99.nc
[4/16]: Creating file: input/seaice1p0deg.84.nc
[0/16]: Creating file: input/seaice1p0deg.96.nc
[14/16]: Creating file: input/seaice1p0deg.110.nc
[13/16]: Creating file: input/seaice1p0deg.93.nc
[5/16]: Creating file: input/seaice1p0deg.101.nc
[11/16]: Creating file: input/seaice1p0deg.107.nc
[15/16]: Creating file: input/seaice1p0deg.111.nc
[6/16]: Creating file: input/seaice1p0deg.102.nc
[7/16]: Creating file: input/seaice1p0deg.103.nc
[10/16]: Creating file: input/seaice1p0deg.106.nc
[12/16]: Creating file: input/seaice1p0deg.108.nc
[2/16]: Creating file: input/seaice1p0deg.98.nc
[8/16]: Creating file: input/seaice1p0deg.104.nc
[1/16]: Creating file: input/seaice1p0deg.97.nc
[9/16]: Creating file: input/seaice1p0deg.105.nc
[3/16]: Creating file: input/seaice1p0deg.115.nc
[0/16]: Creating file: input/seaice1p0deg.112.nc
[4/16]: Creating file: input/seaice1p0deg.100.nc
[13/16]: Creating file: input/seaice1p0deg.109.nc
[6/16]: Creating file: input/seaice1p0deg.118.nc
[7/16]: Creating file: input/seaice1p0deg.119.nc
[2/16]: Creating file: input/seaice1p0deg.114.nc
[1/16]: Creating file: input/seaice1p0deg.113.nc
[5/16]: Creating file: input/seaice1p0deg.117.nc
[4/16]: Creating file: input/seaice1p0deg.116.nc

Maximum Process Runtime: 38.4559490681 seconds
Application 63070237 resources: utime ~199s, stime ~37s, Rss ~97964, inblocks ~184030, outblocks ~17977194
